Iteration,ACO_N20,GA_N20,A*_N20,ACO_N50,GA_N50,A*_N50
551,738.0,738.0,738,1721.35,1838.2,1922
552,738.0,738.0,738,1721.35,1838.2,1922
553,738.0,738.0,738,1721.35,1838.2,1922
554,738.0,738.0,738,1721.35,1838.2,1922
555,738.0,738.0,738,1721.35,1838.2,1922
556,738.0,738.0,738,1721.35,1838.2,1922
557,738.0,738.0,738,1721.35,1838.2,1922
558,738.0,738.0,738,1721.35,1838.2,1922
559,738.0,738.0,738,1721.35,1838.2,1922
560,738.0,738.0,738,1721.35,1838.2,1922
561,738.0,738.0,738,1721.35,1838.2,1922
562,738.0,738.0,738,1721.35,1838.2,1922
563,738.0,738.0,738,1721.35,1838.2,1922
564,738.0,738.0,738,1721.35,1838.2,1922
565,738.0,738.0,738,1721.35,1838.2,1922
566,738.0,738.0,738,1721.35,1838.2,1922
567,738.0,738.0,738,1721.75,1838.2,1922
568,738.0,738.0,738,1721.75,1838.2,1922
569,738.0,738.0,738,1721.75,1838.2,1922
570,738.0,738.0,738,1721.75,1838.2,1922
571,738.0,738.0,738,1721.75,1838.2,1922
572,738.0,738.0,738,1721.75,1838.7,1922
573,738.0,738.0,738,1721.75,1838.7,1922
574,738.0,738.0,738,1721.75,1838.7,1922
575,738.0,738.0,738,1721.75,1838.7,1922
576,738.0,738.0,738,1721.75,1838.7,1922
577,738.0,738.0,738,1721.9,1838.7,1922
578,738.0,738.0,738,1721.9,1838.7,1922
579,738.0,738.0,738,1721.9,1838.7,1922
580,738.0,738.0,738,1721.9,1838.7,1922
581,738.0,738.0,738,1721.9,1838.7,1922
582,738.0,738.0,738,1721.9,1838.7,1922
583,738.0,738.0,738,1721.9,1838.7,1922
584,738.0,738.0,738,1721.9,1838.7,1922
585,738.0,738.0,738,1721.9,1838.7,1922
586,738.0,738.0,738,1721.9,1838.7,1922
587,738.0,738.0,738,1721.9,1838.7,1922
588,738.0,738.0,738,1721.9,1838.7,1922
589,738.0,738.0,738,1721.9,1838.7,1922
590,738.0,738.0,738,1721.9,1838.7,1922
591,738.0,738.0,738,1721.9,1838.7,1922
592,738.0,738.0,738,1721.9,1838.7,1922
593,738.0,738.0,738,1721.9,1838.7,1922
594,738.0,738.0,738,1721.9,1838.7,1922
595,738.0,738.0,738,1721.9,1838.95,1922
596,738.0,738.0,738,1721.9,1838.95,1922
597,738.0,738.0,738,1721.9,1838.95,1922
598,738.0,738.0,738,1721.9,1838.95,1922
599,738.0,738.0,738,1721.9,1838.95,1922
600,738.0,738.0,738,1721.9,1838.95,1922
601,738.0,738.0,738,1721.9,1838.95,1922
602,738.0,738.0,738,1721.9,1838.95,1922
603,738.0,738.0,738,1721.9,1838.95,1922
604,738.0,738.0,738,1721.9,1838.95,1922
605,738.0,738.0,738,1721.9,1838.95,1922
606,738.0,738.0,738,1721.9,1838.95,1922
607,738.0,738.0,738,1721.9,1838.95,1922
608,738.0,738.0,738,1721.9,1838.95,1922
609,738.0,738.0,738,1721.9,1838.95,1922
610,738.0,738.0,738,1721.9,1838.95,1922
611,738.0,738.0,738,1721.9,1838.95,1922
612,738.0,738.0,738,1721.9,1838.95,1922
613,738.0,738.0,738,1721.9,1838.95,1922
614,738.0,738.0,738,1721.9,1838.95,1922
615,738.0,738.0,738,1721.9,1838.95,1922
616,738.0,738.0,738,1721.9,1838.95,1922
617,738.0,738.0,738,1721.9,1838.95,1922
618,738.0,738.0,738,1721.9,1838.95,1922
619,738.0,738.0,738,1721.9,1838.95,1922
620,738.0,738.0,738,1721.9,1838.95,1922
621,738.0,738.0,738,1721.9,1838.95,1922
622,738.0,738.0,738,1721.9,1838.95,1922
623,738.0,738.0,738,1722.45,1838.95,1922
624,738.0,738.0,738,1722.45,1838.95,1922
625,738.0,738.0,738,1722.45,1838.95,1922
626,738.0,738.0,738,1722.45,1838.95,1922
627,738.0,738.0,738,1722.45,1838.95,1922
628,738.0,738.0,738,1723.65,1838.95,1922
629,738.0,738.0,738,1723.65,1838.95,1922
630,738.0,738.0,738,1723.65,1838.95,1922
631,738.0,738.0,738,1723.65,1838.95,1922
632,738.0,738.0,738,1723.65,1838.95,1922
633,738.0,738.0,738,1723.65,1838.95,1922
634,738.0,738.0,738,1723.65,1838.95,1922
635,738.0,738.0,738,1723.65,1838.95,1922
636,738.0,738.0,738,1723.65,1838.95,1922
637,738.0,738.0,738,1723.65,1838.95,1922
638,738.0,738.0,738,1723.65,1838.95,1922
639,738.0,738.0,738,1723.65,1838.95,1922
640,738.0,738.0,738,1723.65,1838.95,1922
641,738.0,738.0,738,1723.65,1838.95,1922
642,738.0,738.0,738,1723.65,1838.95,1922
643,738.0,738.0,738,1723.65,1838.95,1922
644,738.0,738.0,738,1727.5,1838.95,1922
645,738.0,738.0,738,1727.5,1838.95,1922
646,738.0,738.0,738,1727.5,1838.95,1922
647,738.0,738.0,738,1727.5,1838.95,1922
648,738.0,738.0,738,1727.5,1838.95,1922
649,738.0,738.0,738,1727.5,1838.95,1922
650,738.0,738.0,738,1727.5,1838.95,1922
651,738.0,738.0,738,1727.5,1839.2,1922
652,738.0,738.0,738,1727.5,1839.2,1922
653,738.0,738.0,738,1727.5,1839.2,1922
654,738.0,738.0,738,1727.5,1839.2,1922
655,738.0,738.0,738,1727.5,1839.2,1922
656,738.0,738.0,738,1727.5,1839.2,1922
657,738.0,738.0,738,1727.5,1839.2,1922
658,738.0,738.0,738,1727.5,1839.2,1922
659,738.0,738.0,738,1727.5,1839.2,1922
660,738.0,738.0,738,1727.5,1839.2,1922
661,738.0,738.0,738,1727.5,1839.2,1922
662,738.0,738.0,738,1727.5,1839.2,1922
663,738.0,738.0,738,1727.5,1839.2,1922
664,738.0,738.0,738,1727.5,1839.2,1922
665,738.0,738.0,738,1727.5,1839.2,1922
666,738.0,738.0,738,1727.5,1839.2,1922
667,738.0,738.0,738,1727.5,1839.2,1922
668,738.0,738.0,738,1727.5,1839.2,1922
669,738.0,738.0,738,1727.5,1839.2,1922
670,738.0,738.0,738,1727.5,1839.2,1922
671,738.0,738.0,738,1727.5,1839.2,1922
672,738.0,738.0,738,1730.2,1839.2,1922
673,738.0,738.0,738,1730.2,1839.2,1922
674,738.0,738.0,738,1730.2,1839.2,1922
675,738.0,738.0,738,1730.2,1839.2,1922
676,738.0,738.0,738,1730.2,1839.2,1922
677,738.0,738.0,738,1730.2,1839.2,1922
678,738.0,738.0,738,1730.2,1839.2,1922
679,738.0,738.0,738,1730.2,1839.2,1922
680,738.0,738.0,738,1730.2,1839.2,1922
681,738.0,738.0,738,1730.2,1839.2,1922
682,738.0,738.0,738,1730.2,1839.2,1922
683,738.0,738.0,738,1730.2,1839.2,1922
684,738.0,738.0,738,1730.2,1839.2,1922
685,738.0,738.0,738,1730.2,1839.2,1922
686,738.0,738.0,738,1730.2,1839.2,1922
687,738.0,738.0,738,1730.2,1839.2,1922
688,738.0,738.0,738,1730.2,1839.2,1922
689,738.0,738.0,738,1730.2,1839.2,1922
690,738.0,738.0,738,1730.2,1839.2,1922
691,738.0,738.0,738,1730.2,1839.2,1922
692,738.0,738.0,738,1730.2,1839.2,1922
693,738.0,738.0,738,1730.2,1839.2,1922
694,738.0,738.0,738,1730.2,1839.2,1922
695,738.0,738.0,738,1730.2,1839.2,1922
696,738.0,738.0,738,1730.2,1839.2,1922
697,738.0,738.0,738,1730.2,1839.2,1922
698,738.0,738.0,738,1730.2,1839.2,1922
699,738.0,738.0,738,1730.2,1839.2,1922
700,738.0,738.0,738,1730.2,1839.2,1922
701,738.0,738.0,738,1730.2,1839.2,1922
702,738.0,738.0,738,1730.2,1839.2,1922
703,738.0,738.0,738,1730.2,1839.2,1922
704,738.0,738.0,738,1730.2,1839.2,1922
705,738.0,738.0,738,1730.2,1839.2,1922
706,738.0,738.0,738,1730.2,1839.2,1922
707,738.0,738.0,738,1730.2,1839.2,1922
708,738.0,738.0,738,1730.8,1839.2,1922
709,738.0,738.0,738,1730.8,1839.2,1922
710,738.0,738.0,738,1730.8,1839.2,1922
711,738.0,738.0,738,1730.8,1839.2,1922
712,738.0,738.0,738,1730.8,1839.2,1922
713,738.0,738.0,738,1730.8,1839.2,1922
714,738.0,738.0,738,1730.8,1839.2,1922
715,738.0,738.0,738,1730.8,1839.2,1922
716,738.0,738.0,738,1730.8,1839.2,1922
717,738.0,738.0,738,1730.8,1839.2,1922
718,738.0,738.0,738,1730.8,1839.2,1922
719,738.0,738.0,738,1730.8,1839.2,1922
720,738.0,738.0,738,1730.8,1839.2,1922
721,738.0,738.0,738,1730.8,1839.2,1922
722,738.0,738.0,738,1730.8,1839.2,1922
723,738.0,738.0,738,1730.8,1839.2,1922
724,738.0,738.0,738,1733.7,1839.2,1922
725,738.0,738.0,738,1733.7,1839.2,1922
726,738.0,738.0,738,1733.7,1839.2,1922
727,738.0,738.0,738,1733.7,1841.5,1922
728,738.0,738.0,738,1733.7,1841.5,1922
729,738.0,738.0,738,1733.7,1841.5,1922
730,738.0,738.0,738,1733.7,1841.5,1922
731,738.0,738.0,738,1733.7,1841.5,1922
732,738.0,738.0,738,1733.7,1841.5,1922
733,738.0,738.0,738,1733.7,1841.5,1922
734,738.0,738.0,738,1733.7,1841.5,1922
735,738.0,738.0,738,1733.7,1841.5,1922
736,738.0,738.0,738,1733.7,1841.5,1922
737,738.0,738.0,738,1733.7,1841.5,1922
738,738.0,738.0,738,1733.7,1841.5,1922
739,738.0,738.0,738,1733.7,1841.5,1922
740,738.0,738.0,738,1733.7,1841.5,1922
741,738.0,738.0,738,1733.7,1841.5,1922
742,738.0,738.0,738,1733.7,1841.5,1922
743,738.0,738.0,738,1733.7,1841.5,1922
744,738.0,738.0,738,1733.7,1842.25,1922
745,738.0,738.0,738,1733.7,1842.25,1922
746,738.0,738.0,738,1733.7,1842.25,1922
747,738.0,738.0,738,1733.7,1842.25,1922
748,738.0,738.0,738,1733.7,1842.25,1922
749,738.0,738.0,738,1733.7,1842.25,1922
750,738.0,738.0,738,1733.7,1842.25,1922
751,738.0,738.0,738,1733.7,1842.25,1922
752,738.0,738.0,738,1733.7,1842.25,1922
753,738.0,738.0,738,1733.7,1842.25,1922
754,738.0,738.0,738,1733.7,1842.25,1922
755,738.0,738.0,738,1733.7,1842.25,1922
756,738.0,738.0,738,1733.7,1842.25,1922
757,738.0,738.0,738,1733.7,1842.25,1922
758,738.0,738.0,738,1733.7,1842.25,1922
759,738.0,738.0,738,1733.7,1842.25,1922
760,738.0,738.0,738,1733.7,1842.25,1922
761,738.0,738.0,738,1733.7,1843.7,1922
762,738.0,738.0,738,1733.7,1843.7,1922
763,738.0,738.0,738,1733.7,1843.7,1922
764,738.0,738.0,738,1733.7,1843.7,1922
765,738.0,738.0,738,1733.7,1843.7,1922
766,738.0,738.0,738,1733.7,1843.7,1922
767,738.0,738.0,738,1733.7,1843.7,1922
768,738.0,738.0,738,1733.7,1843.7,1922
769,738.0,738.0,738,1733.7,1843.7,1922
770,738.0,738.0,738,1736.6,1843.7,1922
771,738.0,738.0,738,1736.6,1843.7,1922
772,738.0,738.0,738,1736.6,1843.7,1922
773,738.0,738.0,738,1736.6,1843.7,1922
774,738.0,738.0,738,1736.6,1843.7,1922
775,738.0,738.0,738,1736.6,1843.7,1922
776,738.0,738.0,738,1736.6,1843.7,1922
777,738.0,738.0,738,1736.6,1843.7,1922
778,738.0,738.0,738,1736.6,1845.8,1922
779,738.0,738.0,738,1736.6,1845.8,1922
780,738.0,738.0,738,1736.6,1845.8,1922
781,738.0,738.0,738,1736.6,1845.8,1922
782,738.0,738.0,738,1736.6,1845.8,1922
783,738.0,738.0,738,1736.6,1845.8,1922
784,738.0,738.0,738,1736.6,1845.8,1922
785,738.0,738.0,738,1736.6,1845.8,1922
786,738.0,738.0,738,1736.6,1845.8,1922
787,738.0,738.0,738,1736.6,1845.8,1922
788,738.0,738.0,738,1736.6,1845.8,1922
789,738.0,738.0,738,1736.6,1845.8,1922
790,738.0,738.0,738,1736.6,1845.8,1922
791,738.0,738.0,738,1736.6,1845.8,1922
792,738.0,738.0,738,1736.6,1845.8,1922
793,738.0,738.0,738,1736.6,1845.8,1922
794,738.0,738.0,738,1736.6,1845.8,1922
795,738.0,738.0,738,1736.6,1845.8,1922
796,738.0,738.0,738,1736.6,1846.15,1922
797,738.0,738.0,738,1736.6,1846.15,1922
798,738.0,738.0,738,1736.6,1846.15,1922
799,738.0,738.0,738,1736.6,1846.15,1922
800,738.0,738.0,738,1736.6,1846.15,1922
801,738.0,738.0,738,1736.6,1846.15,1922
802,738.0,738.0,738,1736.6,1846.15,1922
803,738.0,738.0,738,1736.6,1846.15,1922
804,738.0,738.0,738,1736.6,1846.15,1922
805,738.0,738.0,738,1736.6,1846.15,1922
806,738.0,738.0,738,1736.6,1846.15,1922
807,738.0,738.0,738,1736.6,1846.15,1922
808,738.0,738.0,738,1736.6,1846.15,1922
809,738.0,738.0,738,1736.6,1846.15,1922
810,738.0,738.0,738,1736.6,1846.15,1922
811,738.0,738.0,738,1736.6,1846.15,1922
812,738.0,738.0,738,1736.6,1846.15,1922
813,738.0,738.0,738,1736.6,1846.15,1922
814,738.0,738.0,738,1736.6,1846.15,1922
815,738.0,738.0,738,1736.6,1846.15,1922
816,738.0,738.0,738,1736.6,1846.15,1922
817,738.0,738.0,738,1736.6,1846.15,1922
818,738.0,738.0,738,1736.6,1846.15,1922
819,738.0,738.0,738,1736.6,1846.15,1922
820,738.0,738.0,738,1736.6,1846.15,1922
821,738.0,738.0,738,1736.6,1846.15,1922
822,738.0,738.0,738,1736.6,1846.15,1922
823,738.0,738.0,738,1736.6,1846.15,1922
824,738.0,738.0,738,1736.6,1846.15,1922
825,738.0,738.0,738,1736.6,1846.15,1922
826,738.0,738.0,738,1736.6,1846.15,1922
827,738.0,738.0,738,1736.6,1846.15,1922
828,738.0,738.0,738,1736.6,1846.15,1922
829,738.0,738.0,738,1736.6,1846.15,1922
830,738.0,738.0,738,1736.6,1846.15,1922
831,738.0,738.0,738,1736.6,1846.15,1922
832,738.0,738.0,738,1736.6,1846.15,1922
833,738.0,738.0,738,1736.6,1846.15,1922
834,738.0,738.0,738,1736.6,1846.15,1922
835,738.0,738.0,738,1736.6,1846.15,1922
836,738.0,738.0,738,1736.6,1846.15,1922
837,738.0,738.0,738,1736.6,1846.15,1922
838,738.0,738.0,738,1736.6,1846.15,1922
839,738.0,738.0,738,1736.6,1846.15,1922
840,738.0,738.0,738,1736.6,1846.15,1922
841,738.0,738.0,738,1736.6,1846.15,1922
842,738.0,738.0,738,1736.6,1846.15,1922
843,738.0,738.0,738,1737.5,1846.15,1922
844,738.0,738.0,738,1737.5,1846.15,1922
845,738.0,738.0,738,1737.5,1846.15,1922
846,738.0,738.0,738,1737.5,1846.15,1922
847,738.0,738.0,738,1737.5,1846.15,1922
848,738.0,738.0,738,1737.5,1846.15,1922
849,738.0,738.0,738,1737.5,1846.15,1922
850,738.0,738.0,738,1737.5,1846.15,1922
851,738.0,738.0,738,1737.5,1846.15,1922
852,738.0,738.0,738,1737.5,1846.15,1922
853,738.0,738.0,738,1737.5,1846.15,1922
854,738.0,738.0,738,1737.5,1846.15,1922
855,738.0,738.0,738,1737.5,1846.15,1922
856,738.0,738.0,738,1737.5,1846.15,1922
857,738.0,738.0,738,1737.5,1846.15,1922
858,738.0,738.0,738,1737.5,1846.15,1922
859,738.0,738.0,738,1737.5,1846.3,1922
860,738.0,738.0,738,1737.5,1846.3,1922
861,738.0,738.0,738,1737.5,1846.3,1922
862,738.0,738.0,738,1737.5,1846.3,1922
863,738.0,738.0,738,1737.5,1846.3,1922
864,738.0,738.0,738,1737.5,1846.3,1922
865,738.0,738.0,738,1737.5,1846.3,1922
866,738.0,738.0,738,1737.5,1846.3,1922
867,738.0,738.0,738,1737.5,1846.3,1922
868,738.0,738.0,738,1737.5,1846.3,1922
869,738.0,738.0,738,1737.5,1846.3,1922
870,738.0,738.0,738,1737.5,1846.3,1922
871,738.0,738.0,738,1737.5,1846.3,1922
872,738.0,738.0,738,1737.5,1846.3,1922
873,738.0,738.0,738,1737.5,1846.3,1922
874,738.0,738.0,738,1737.5,1846.3,1922
875,738.0,738.0,738,1737.5,1846.3,1922
876,738.0,738.0,738,1737.5,1846.3,1922
877,738.0,738.0,738,1737.5,1846.3,1922
878,738.0,738.0,738,1737.5,1846.3,1922
879,738.0,738.0,738,1737.5,1846.3,1922
880,738.0,738.0,738,1737.5,1846.3,1922
881,738.0,738.0,738,1737.5,1846.3,1922
882,738.0,738.0,738,1737.5,1846.3,1922
883,738.0,738.0,738,1737.5,1846.3,1922
884,738.0,738.0,738,1737.5,1846.3,1922
885,738.0,738.0,738,1737.5,1846.3,1922
886,738.0,738.0,738,1737.5,1846.3,1922
887,738.0,738.0,738,1737.5,1846.3,1922
888,738.0,738.0,738,1737.5,1846.3,1922
889,738.0,738.0,738,1737.5,1846.3,1922
890,738.0,738.0,738,1737.5,1846.3,1922
891,738.0,738.0,738,1737.5,1846.3,1922
892,738.0,738.0,738,1737.5,1846.3,1922
893,738.0,738.0,738,1738.9,1846.3,1922
894,738.0,738.0,738,1738.9,1846.3,1922
895,738.0,738.0,738,1738.9,1846.3,1922
896,738.0,738.0,738,1738.9,1846.3,1922
897,738.0,738.0,738,1738.9,1846.3,1922
898,738.0,738.0,738,1738.9,1846.3,1922
899,738.0,738.0,738,1738.9,1846.3,1922
900,738.0,738.0,738,1738.9,1846.3,1922
901,738.0,738.0,738,1738.9,1846.3,1922
902,738.0,738.0,738,1738.9,1846.3,1922
903,738.0,738.0,738,1738.9,1846.3,1922
904,738.0,738.0,738,1738.9,1846.3,1922
905,738.0,738.0,738,1738.9,1846.3,1922
906,738.0,738.0,738,1738.9,1846.3,1922
907,738.0,738.0,738,1738.9,1846.3,1922
908,738.0,738.0,738,1738.9,1846.3,1922
909,738.0,738.0,738,1738.9,1846.3,1922
910,738.0,738.0,738,1738.9,1846.3,1922
911,738.0,738.0,738,1738.9,1846.3,1922
912,738.0,738.0,738,1738.9,1846.3,1922
913,738.0,738.0,738,1738.9,1846.3,1922
914,738.0,738.0,738,1738.9,1846.3,1922
915,738.0,738.0,738,1738.9,1846.3,1922
916,738.0,738.0,738,1738.9,1846.3,1922
917,738.0,738.0,738,1738.9,1846.3,1922
918,738.0,738.0,738,1738.9,1846.3,1922
919,738.0,738.0,738,1738.9,1846.3,1922
920,738.0,738.0,738,1738.9,1846.3,1922
921,738.0,738.0,738,1738.9,1846.3,1922
922,738.0,738.0,738,1738.9,1846.3,1922
923,738.0,738.0,738,1738.9,1846.3,1922
924,738.0,738.0,738,1738.9,1846.3,1922
925,738.0,738.0,738,1738.9,1846.3,1922
926,738.0,738.0,738,1738.9,1846.3,1922
927,738.0,738.0,738,1738.9,1846.3,1922
928,738.0,738.0,738,1738.9,1846.3,1922
929,738.0,738.0,738,1738.9,1846.3,1922
930,738.0,738.0,738,1738.9,1846.3,1922
931,738.0,738.0,738,1738.9,1846.3,1922
932,738.0,738.0,738,1738.9,1846.3,1922
933,738.0,738.0,738,1738.9,1846.3,1922
934,738.0,738.0,738,1738.9,1846.3,1922
935,738.0,738.0,738,1738.9,1846.3,1922
936,738.0,738.0,738,1738.9,1846.3,1922
937,738.0,738.0,738,1738.9,1846.3,1922
938,738.0,738.0,738,1738.9,1846.3,1922
939,738.0,738.0,738,1738.9,1846.3,1922
940,738.0,738.0,738,1738.9,1846.3,1922
941,738.0,738.0,738,1738.9,1846.3,1922
942,738.0,738.0,738,1738.9,1846.3,1922
943,738.0,738.0,738,1738.9,1847.7,1922
944,738.0,738.0,738,1738.9,1847.7,1922
945,738.0,738.0,738,1738.9,1847.7,1922
946,738.0,738.0,738,1738.9,1847.7,1922
947,738.0,738.0,738,1738.9,1847.7,1922
948,738.0,738.0,738,1738.9,1847.7,1922
949,738.0,738.0,738,1738.9,1847.7,1922
950,738.0,738.0,738,1738.9,1847.7,1922
951,738.0,738.0,738,1738.9,1847.7,1922
952,738.0,738.0,738,1738.9,1847.7,1922
953,738.0,738.0,738,1738.9,1847.7,1922
954,738.0,738.0,738,1738.9,1847.7,1922
955,738.0,738.0,738,1738.9,1847.7,1922
956,738.0,738.0,738,1738.9,1847.7,1922
957,738.0,738.0,738,1738.9,1847.7,1922
958,738.0,738.0,738,1738.9,1847.7,1922
959,738.0,738.0,738,1738.9,1847.7,1922
960,738.0,738.0,738,1738.9,1847.7,1922
961,738.0,738.0,738,1738.9,1847.7,1922
962,738.0,738.0,738,1738.9,1847.7,1922
963,738.0,738.0,738,1738.9,1847.7,1922
964,738.0,738.0,738,1738.9,1847.7,1922
965,738.0,738.0,738,1738.9,1847.7,1922
966,738.0,738.0,738,1738.9,1847.7,1922
967,738.0,738.0,738,1738.9,1847.7,1922
968,738.0,738.0,738,1738.9,1847.7,1922
969,738.0,738.0,738,1738.9,1847.7,1922
970,738.0,738.0,738,1738.9,1847.7,1922
971,738.0,738.0,738,1738.9,1847.7,1922
972,738.0,738.0,738,1738.9,1847.7,1922
973,738.0,738.0,738,1738.9,1847.7,1922
974,738.0,738.0,738,1738.9,1847.7,1922
975,738.0,738.0,738,1738.9,1847.7,1922
976,738.0,738.0,738,1738.9,1847.7,1922
977,738.0,738.0,738,1738.9,1847.7,1922
978,738.0,738.0,738,1738.9,1847.7,1922
979,738.0,738.0,738,1738.9,1847.7,1922
980,738.0,738.0,738,1738.9,1847.7,1922
981,738.0,738.0,738,1738.9,1847.7,1922
982,738.0,738.0,738,1738.9,1847.7,1922
983,738.0,738.0,738,1738.9,1847.7,1922
984,738.0,738.0,738,1738.9,1847.7,1922
985,738.0,738.0,738,1738.9,1847.7,1922
986,738.0,738.0,738,1738.9,1847.7,1922
987,738.0,738.0,738,1738.9,1847.7,1922
988,738.0,738.0,738,1738.9,1847.7,1922
989,738.0,738.0,738,1738.9,1847.7,1922
990,738.0,738.0,738,1738.9,1847.7,1922
991,738.0,738.0,738,1738.9,1847.7,1922
992,738.0,738.0,738,1738.9,1847.7,1922
993,738.0,738.0,738,1738.9,1847.7,1922
994,738.0,738.0,738,1738.9,1847.7,1922
995,738.0,738.0,738,1738.9,1847.7,1922
996,738.0,738.0,738,1739.5,1847.7,1922
997,738.0,738.0,738,1739.5,1847.7,1922
998,738.0,738.0,738,1739.5,1847.7,1922
999,738.0,738.0,738,1739.5,1847.7,1922
1000,738.0,738.0,738,1739.5,1847.7,1922
