Iteration,PSO_N20,ABC_N20,FA_N20,CS_N20,GA_N20,HC_N20,ACO_N20,A*_N20,PSO_N50,ABC_N50,FA_N50,CS_N50,GA_N50,HC_N50,ACO_N50,A*_N50
175,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1590.9,-1538.85,-1350.3,-1526.65,1815.25,-103.75,1696.7,1922
176,-683.1,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1590.9,-1538.85,-1350.3,-1526.65,1815.25,-103.75,1696.7,1922
177,-686.55,-683.65,-600.55,-663.1,738.0,-216.6,732.1,738,-1590.9,-1538.85,-1350.3,-1526.65,1815.25,-103.75,1696.7,1922
178,-686.55,-683.65,-600.55,-663.1,738.0,-216.6,732.75,738,-1590.9,-1539.7,-1350.3,-1526.65,1815.25,-103.75,1696.7,1922
179,-686.55,-683.65,-600.55,-663.1,738.0,-216.6,732.75,738,-1590.9,-1539.7,-1350.3,-1526.65,1815.25,-103.75,1696.7,1922
180,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1590.9,-1539.7,-1350.3,-1526.65,1815.25,-103.75,1696.7,1922
181,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1590.9,-1539.7,-1350.3,-1526.65,1815.25,-103.75,1698.95,1922
182,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1590.9,-1539.7,-1350.3,-1526.65,1815.25,-103.75,1698.95,1922
183,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1590.9,-1539.7,-1350.3,-1526.65,1815.25,-103.75,1698.95,1922
184,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1590.9,-1539.7,-1350.3,-1526.65,1815.25,-103.75,1698.95,1922
185,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1590.9,-1539.7,-1350.3,-1526.65,1815.25,-103.75,1698.95,1922
186,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.2,-1539.7,-1350.3,-1526.65,1815.25,-103.75,1698.95,1922
187,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.2,-1539.7,-1350.3,-1526.65,1816.4,-103.75,1698.95,1922
188,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.2,-1539.7,-1350.3,-1526.65,1816.4,-103.75,1698.95,1922
189,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.2,-1539.7,-1350.3,-1526.65,1816.4,-103.75,1702.8,1922
190,-686.55,-683.65,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.2,-1539.7,-1350.3,-1526.65,1816.4,-103.75,1704.1,1922
191,-686.55,-683.9,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1816.6,-103.75,1704.1,1922
192,-686.55,-684.3,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1816.6,-103.75,1704.1,1922
193,-686.55,-684.3,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1816.6,-103.75,1704.1,1922
194,-686.55,-684.3,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1816.6,-103.75,1705.6,1922
195,-686.55,-684.3,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1817.0,-103.75,1705.6,1922
196,-686.55,-684.3,-600.55,-663.2,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1819.65,-103.75,1705.6,1922
197,-686.55,-684.3,-600.55,-663.3,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1819.65,-103.75,1705.6,1922
198,-686.55,-684.3,-600.55,-663.3,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1819.65,-103.75,1705.6,1922
199,-686.55,-684.3,-600.55,-663.3,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1819.65,-103.75,1705.6,1922
200,-686.55,-684.3,-600.55,-663.3,738.0,-216.6,733.25,738,-1592.45,-1539.7,-1350.3,-1526.65,1819.65,-103.75,1705.6,1922
201,-686.55,-684.3,-600.55,-663.3,738.0,-216.6,733.25,738,-1592.45,-1542.25,-1350.3,-1526.65,1821.7,-103.75,1705.6,1922
202,-686.55,-685.65,-600.55,-663.3,738.0,-216.6,733.25,738,-1592.45,-1542.25,-1350.3,-1526.65,1821.7,-103.75,1705.6,1922
203,-686.55,-685.65,-600.55,-663.3,738.0,-216.6,733.25,738,-1592.45,-1542.25,-1350.3,-1526.65,1822.9,-103.75,1705.6,1922
204,-686.65,-685.65,-600.55,-663.3,738.0,-216.6,733.25,738,-1592.45,-1542.25,-1350.3,-1526.65,1822.9,-103.75,1705.6,1922
205,-686.65,-685.65,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1542.25,-1350.3,-1529.1,1822.9,-103.75,1705.6,1922
206,-686.65,-685.65,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1542.25,-1350.3,-1533.5,1822.9,-103.75,1705.6,1922
207,-686.65,-685.95,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1542.25,-1350.3,-1533.95,1822.9,-103.75,1705.6,1922
208,-686.65,-685.95,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1542.25,-1350.3,-1541.65,1822.9,-103.75,1705.6,1922
209,-686.65,-685.95,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1542.25,-1350.3,-1541.65,1822.9,-103.75,1705.6,1922
210,-686.65,-685.95,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1542.25,-1350.3,-1541.65,1822.9,-103.75,1705.6,1922
211,-686.65,-686.1,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1542.25,-1350.3,-1541.65,1822.9,-103.75,1706.1,1922
212,-686.65,-686.1,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1542.25,-1350.3,-1543.55,1822.9,-103.75,1706.1,1922
213,-686.65,-686.1,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1542.25,-1350.3,-1543.55,1822.9,-103.75,1706.1,1922
214,-686.65,-686.1,-600.55,-663.3,738.0,-216.6,733.4,738,-1592.45,-1543.15,-1350.3,-1543.55,1822.9,-103.75,1708.75,1922
215,-686.65,-686.1,-600.55,-666.5,738.0,-216.6,733.4,738,-1592.45,-1544.2,-1350.3,-1543.55,1822.9,-103.75,1708.75,1922
216,-686.65,-686.1,-600.55,-666.5,738.0,-216.6,734.0,738,-1592.45,-1544.2,-1350.3,-1543.55,1822.9,-103.75,1708.75,1922
217,-686.65,-686.1,-600.55,-666.5,738.0,-216.6,734.0,738,-1592.45,-1544.2,-1350.3,-1543.55,1822.9,-103.75,1708.75,1922
218,-686.65,-686.1,-600.55,-666.5,738.0,-216.6,734.0,738,-1592.45,-1549.85,-1350.3,-1543.55,1822.9,-103.75,1708.75,1922
219,-686.65,-686.25,-600.55,-666.5,738.0,-216.6,734.0,738,-1592.45,-1549.85,-1350.3,-1543.55,1822.9,-103.75,1708.75,1922
220,-686.65,-686.25,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1549.85,-1350.3,-1543.55,1822.9,-103.75,1708.75,1922
221,-686.65,-686.25,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1549.85,-1350.3,-1543.55,1822.9,-103.75,1708.75,1922
222,-686.65,-686.25,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1549.85,-1350.3,-1543.55,1823.2,-103.75,1708.75,1922
223,-686.65,-686.25,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1549.85,-1350.3,-1543.55,1823.2,-103.75,1708.75,1922
224,-686.65,-686.25,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1549.85,-1350.3,-1543.55,1823.2,-103.75,1708.75,1922
225,-686.65,-686.25,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1552.5,-1350.3,-1543.55,1823.2,-103.75,1708.75,1922
226,-686.65,-686.25,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1553.3,-1350.3,-1543.55,1823.2,-103.75,1708.75,1922
227,-686.65,-686.25,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1553.3,-1350.3,-1543.55,1823.25,-103.75,1708.75,1922
228,-686.65,-686.25,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1553.3,-1350.3,-1543.55,1823.25,-103.75,1708.75,1922
229,-686.65,-688.45,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1553.3,-1350.3,-1543.55,1823.35,-103.75,1708.75,1922
230,-686.65,-688.45,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1553.65,-1350.3,-1543.55,1823.35,-103.75,1708.75,1922
231,-686.65,-688.45,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1554.65,-1350.3,-1543.55,1823.8,-103.75,1708.75,1922
232,-686.65,-688.45,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1554.65,-1350.3,-1543.55,1823.8,-103.75,1708.75,1922
233,-686.65,-688.45,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1554.65,-1350.3,-1543.55,1823.8,-103.75,1708.75,1922
234,-686.65,-689.15,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1554.65,-1350.3,-1543.55,1823.8,-103.75,1708.75,1922
235,-686.65,-689.15,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.45,-1554.65,-1350.3,-1543.55,1823.8,-103.75,1708.75,1922
236,-686.65,-689.15,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.7,-1554.65,-1350.3,-1543.55,1823.8,-103.75,1708.75,1922
237,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.7,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1708.75,1922
238,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1708.75,1922
239,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1708.75,1922
240,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1708.75,1922
241,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1708.75,1922
242,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1708.75,1922
243,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1708.75,1922
244,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1708.75,1922
245,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1709.7,1922
246,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1709.7,1922
247,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1709.7,1922
248,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1709.7,1922
249,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1709.7,1922
250,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1543.55,1825.05,-103.75,1709.7,1922
251,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1554.65,-1350.3,-1546.95,1825.05,-103.75,1709.7,1922
252,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.0,738,-1592.8,-1556.9,-1350.3,-1546.95,1825.05,-103.75,1709.7,1922
253,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.5,738,-1592.8,-1556.9,-1350.3,-1546.95,1825.05,-103.75,1709.7,1922
254,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.5,738,-1592.8,-1556.9,-1350.3,-1546.95,1825.05,-103.75,1709.7,1922
255,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.5,738,-1592.8,-1556.9,-1350.3,-1546.95,1825.05,-103.75,1709.7,1922
256,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.5,738,-1592.8,-1556.9,-1350.3,-1546.95,1825.05,-103.75,1709.7,1922
257,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.5,738,-1592.8,-1556.9,-1350.3,-1546.95,1825.15,-103.75,1709.7,1922
258,-686.65,-690.8,-600.55,-667.35,738.0,-216.6,734.5,738,-1593.4,-1556.9,-1350.3,-1546.95,1825.7,-103.75,1709.7,1922
259,-686.65,-690.8,-600.55,-667.55,738.0,-216.6,734.5,738,-1593.4,-1556.9,-1350.3,-1546.95,1825.7,-103.75,1709.7,1922
260,-686.65,-690.8,-600.55,-667.55,738.0,-216.6,735.0,738,-1593.4,-1557.85,-1350.3,-1546.95,1825.7,-103.75,1709.7,1922
261,-686.65,-690.8,-600.55,-667.55,738.0,-216.6,735.0,738,-1593.4,-1557.85,-1350.3,-1546.95,1827.1,-103.75,1709.7,1922
262,-686.65,-690.8,-600.55,-667.55,738.0,-216.6,735.0,738,-1594.4,-1557.85,-1350.3,-1546.95,1829.0,-103.75,1709.7,1922
263,-686.65,-690.8,-600.55,-667.55,738.0,-216.6,735.0,738,-1594.4,-1557.85,-1350.3,-1546.95,1829.0,-103.75,1709.7,1922
264,-686.65,-690.8,-600.55,-667.55,738.0,-216.6,735.0,738,-1594.4,-1557.85,-1350.3,-1546.95,1829.0,-103.75,1709.7,1922
265,-686.65,-690.8,-600.55,-667.95,738.0,-216.6,735.0,738,-1594.4,-1557.85,-1350.3,-1546.95,1829.0,-103.75,1709.7,1922
266,-686.65,-690.8,-600.55,-667.95,738.0,-216.6,735.0,738,-1594.4,-1557.85,-1350.3,-1546.95,1829.0,-103.75,1709.7,1922
267,-692.55,-690.8,-600.55,-667.95,738.0,-216.6,735.0,738,-1594.4,-1557.85,-1350.3,-1546.95,1829.0,-103.75,1709.7,1922
268,-692.55,-690.8,-600.55,-667.95,738.0,-216.6,735.0,738,-1594.4,-1557.85,-1350.3,-1546.95,1829.0,-103.75,1709.7,1922
269,-692.55,-690.8,-600.55,-668.4,738.0,-216.6,735.0,738,-1594.4,-1558.3,-1350.3,-1546.95,1829.0,-103.75,1709.7,1922
270,-692.55,-690.8,-600.55,-668.4,738.0,-216.6,735.0,738,-1594.4,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
271,-692.55,-690.8,-600.55,-668.4,738.0,-216.6,735.5,738,-1594.4,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
272,-692.55,-692.25,-600.55,-668.4,738.0,-216.6,735.5,738,-1594.4,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
273,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.4,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
274,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.4,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
275,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.4,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
276,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
277,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
278,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
279,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.7,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
280,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
281,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
282,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
283,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
284,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
285,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
286,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
287,-692.55,-692.25,-600.55,-669.2,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.0,-103.75,1710.05,1922
288,-692.55,-692.25,-600.55,-670.65,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
289,-692.55,-692.25,-600.55,-670.65,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
290,-692.55,-692.25,-600.55,-670.65,738.0,-216.6,735.5,738,-1594.95,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
291,-692.55,-692.25,-600.55,-670.65,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
292,-692.55,-692.25,-600.55,-670.65,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
293,-692.55,-692.25,-600.55,-670.65,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
294,-692.55,-692.25,-600.55,-671.4,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
295,-692.55,-692.25,-600.55,-673.65,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
296,-692.55,-692.25,-600.55,-673.65,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
297,-692.55,-692.25,-600.55,-673.65,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
298,-692.55,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
299,-692.55,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
300,-692.55,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
301,-692.55,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
302,-692.55,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
303,-692.55,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
304,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
305,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
306,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
307,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
308,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
309,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
310,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
311,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
312,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
313,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
314,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
315,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
316,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1546.95,1829.1,-103.75,1710.05,1922
317,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1549.15,1829.1,-103.75,1710.05,1922
318,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1549.15,1829.1,-103.75,1710.05,1922
319,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1549.15,1829.1,-103.75,1710.05,1922
320,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1549.15,1829.1,-103.75,1710.05,1922
321,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1549.15,1829.4,-103.75,1710.05,1922
322,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1549.15,1829.4,-103.75,1710.05,1922
323,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1549.15,1829.9,-103.75,1710.05,1922
324,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1549.15,1833.5,-103.75,1710.05,1922
325,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1549.15,1833.5,-103.75,1710.05,1922
326,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
327,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
328,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
329,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
330,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
331,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
332,-692.75,-692.6,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
333,-692.75,-693.4,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
334,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
335,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,735.5,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
336,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
337,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
338,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.2,1922
339,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.4,1922
340,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.3,-1561.75,-1350.3,-1551.2,1833.5,-103.75,1712.4,1922
341,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.3,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
342,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.3,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
343,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.3,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
344,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.3,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
345,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.9,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
346,-692.75,-694.35,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.9,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
347,-692.75,-695.15,-600.55,-674.6,738.0,-216.6,736.0,738,-1596.9,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
348,-692.75,-695.15,-600.55,-674.6,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
349,-692.75,-695.15,-600.55,-674.6,738.0,-216.6,736.0,738,-1597.5,-1561.75,-1350.3,-1551.35,1833.5,-103.75,1712.4,1922
