Iteration,PSO_N20,ABC_N20,FA_N20,CS_N20,GA_N20,HC_N20,ACO_N20,A*_N20,PSO_N50,ABC_N50,FA_N50,CS_N50,GA_N50,HC_N50,ACO_N50,A*_N50
830,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1567.3,1850.6,-103.75,1727.9,1922
831,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1567.3,1850.6,-103.75,1727.9,1922
832,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1567.3,1850.6,-103.75,1727.9,1922
833,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1567.3,1850.6,-103.75,1727.9,1922
834,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1727.9,1922
835,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1727.9,1922
836,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1727.9,1922
837,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1727.9,1922
838,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1727.9,1922
839,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1727.9,1922
840,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1727.9,1922
841,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1727.9,1922
842,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1727.9,1922
843,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1581.5,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
844,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
845,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
846,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
847,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
848,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
849,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
850,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
851,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
852,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
853,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
854,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
855,-693.6,-707.45,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
856,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
857,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
858,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
859,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
860,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1569.15,1850.6,-103.75,1729.9,1922
861,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1571.5,1850.6,-103.75,1729.9,1922
862,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1571.5,1850.6,-103.75,1729.9,1922
863,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1585.9,-1350.3,-1571.5,1850.6,-103.75,1729.9,1922
864,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1589.9,-1350.3,-1571.5,1850.6,-103.75,1729.9,1922
865,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1571.5,1850.6,-103.75,1729.9,1922
866,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1575.55,1850.6,-103.75,1729.9,1922
867,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1575.55,1850.6,-103.75,1729.9,1922
868,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1575.55,1850.6,-103.75,1729.9,1922
869,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1575.55,1850.6,-103.75,1729.9,1922
870,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.7,1850.6,-103.75,1729.9,1922
871,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.7,1850.6,-103.75,1729.9,1922
872,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.7,1850.6,-103.75,1729.9,1922
873,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.7,1850.6,-103.75,1729.9,1922
874,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.7,1850.6,-103.75,1729.9,1922
875,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.7,1850.6,-103.75,1729.9,1922
876,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.7,1850.6,-103.75,1729.9,1922
877,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
878,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
879,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
880,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
881,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
882,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
883,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
884,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
885,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
886,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
887,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
888,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
889,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
890,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
891,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
892,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
893,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
894,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
895,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
896,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
897,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
898,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
899,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.6,-103.75,1729.9,1922
900,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
901,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
902,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
903,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
904,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
905,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
906,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
907,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
908,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
909,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
910,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
911,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
912,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
913,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
914,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
915,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
916,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
917,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
918,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
919,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
920,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
921,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1576.85,1850.65,-103.75,1729.9,1922
922,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1577.3,1850.65,-103.75,1729.9,1922
923,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1577.3,1850.65,-103.75,1729.9,1922
924,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1577.3,1850.65,-103.75,1729.9,1922
925,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
926,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
927,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
928,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
929,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
930,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
931,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
932,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
933,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
934,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
935,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
936,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
937,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
938,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
939,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
940,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
941,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
942,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
943,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
944,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
945,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
946,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
947,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
948,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
949,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
950,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1578.55,1850.65,-103.75,1729.9,1922
951,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1580.05,1850.65,-103.75,1729.9,1922
952,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1580.05,1850.65,-103.75,1729.9,1922
953,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
954,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
955,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
956,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
957,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
958,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
959,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
960,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
961,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
962,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
963,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
964,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
965,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
966,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
967,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
968,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
969,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
970,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
971,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
972,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
973,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
974,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
975,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
976,-693.6,-707.55,-600.55,-689.3,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
977,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
978,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
979,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1729.9,1922
980,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.05,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
981,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
982,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
983,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
984,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
985,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
986,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
987,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
988,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
989,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
990,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1850.65,-103.75,1730.75,1922
991,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1851.0,-103.75,1730.75,1922
992,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1851.0,-103.75,1730.75,1922
993,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1851.0,-103.75,1730.75,1922
994,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1851.0,-103.75,1730.75,1922
995,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1851.0,-103.75,1730.75,1922
996,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1851.0,-103.75,1730.75,1922
997,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1851.0,-103.75,1730.75,1922
998,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.1,1851.0,-103.75,1730.75,1922
999,-693.6,-707.55,-600.55,-689.55,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.6,1851.0,-103.75,1730.75,1922
1000,-693.6,-707.55,-600.55,-690.9,738.0,-216.6,738.0,738,-1598.3,-1592.15,-1350.3,-1582.6,1851.0,-103.75,1730.75,1922
